"Absolute way";"Relative way";"Class"
"E:/dataset/polarbears_0029.jpg";"dataset/another_dataset/polarbears_0029.jpg";"polarbears"
"E:/dataset/polarbears_0030.jpg";"dataset/another_dataset/polarbears_0030.jpg";"polarbears"
"E:/dataset/polarbears_0031.jpg";"dataset/another_dataset/polarbears_0031.jpg";"polarbears"
"E:/dataset/polarbears_0032.jpg";"dataset/another_dataset/polarbears_0032.jpg";"polarbears"
"E:/dataset/polarbears_0033.jpg";"dataset/another_dataset/polarbears_0033.jpg";"polarbears"
"E:/dataset/polarbears_0034.jpg";"dataset/another_dataset/polarbears_0034.jpg";"polarbears"
"E:/dataset/polarbears_0035.jpg";"dataset/another_dataset/polarbears_0035.jpg";"polarbears"
"E:/dataset/polarbears_0036.jpg";"dataset/another_dataset/polarbears_0036.jpg";"polarbears"
"E:/dataset/polarbears_0037.jpg";"dataset/another_dataset/polarbears_0037.jpg";"polarbears"
"E:/dataset/polarbears_0038.jpg";"dataset/another_dataset/polarbears_0038.jpg";"polarbears"
"E:/dataset/polarbears_0039.jpg";"dataset/another_dataset/polarbears_0039.jpg";"polarbears"
"E:/dataset/polarbears_0040.jpg";"dataset/another_dataset/polarbears_0040.jpg";"polarbears"
"E:/dataset/polarbears_0041.jpg";"dataset/another_dataset/polarbears_0041.jpg";"polarbears"
"E:/dataset/polarbears_0042.jpg";"dataset/another_dataset/polarbears_0042.jpg";"polarbears"
"E:/dataset/polarbears_0043.jpg";"dataset/another_dataset/polarbears_0043.jpg";"polarbears"
"E:/dataset/polarbears_0044.jpg";"dataset/another_dataset/polarbears_0044.jpg";"polarbears"
"E:/dataset/polarbears_0045.jpg";"dataset/another_dataset/polarbears_0045.jpg";"polarbears"
"E:/dataset/polarbears_0046.jpg";"dataset/another_dataset/polarbears_0046.jpg";"polarbears"
"E:/dataset/polarbears_0047.jpg";"dataset/another_dataset/polarbears_0047.jpg";"polarbears"
"E:/dataset/polarbears_0048.jpg";"dataset/another_dataset/polarbears_0048.jpg";"polarbears"
"E:/dataset/polarbears_0049.jpg";"dataset/another_dataset/polarbears_0049.jpg";"polarbears"
"E:/dataset/polarbears_0050.jpg";"dataset/another_dataset/polarbears_0050.jpg";"polarbears"
"E:/dataset/polarbears_0051.jpg";"dataset/another_dataset/polarbears_0051.jpg";"polarbears"
"E:/dataset/polarbears_0052.jpg";"dataset/another_dataset/polarbears_0052.jpg";"polarbears"
"E:/dataset/polarbears_0053.jpg";"dataset/another_dataset/polarbears_0053.jpg";"polarbears"
"E:/dataset/polarbears_0054.jpg";"dataset/another_dataset/polarbears_0054.jpg";"polarbears"
"E:/dataset/polarbears_0055.jpg";"dataset/another_dataset/polarbears_0055.jpg";"polarbears"
"E:/dataset/polarbears_0056.jpg";"dataset/another_dataset/polarbears_0056.jpg";"polarbears"
"E:/dataset/polarbears_0057.jpg";"dataset/another_dataset/polarbears_0057.jpg";"polarbears"
"E:/dataset/polarbears_0058.jpg";"dataset/another_dataset/polarbears_0058.jpg";"polarbears"
"E:/dataset/polarbears_0059.jpg";"dataset/another_dataset/polarbears_0059.jpg";"polarbears"
"E:/dataset/polarbears_0060.jpg";"dataset/another_dataset/polarbears_0060.jpg";"polarbears"
"E:/dataset/polarbears_0061.jpg";"dataset/another_dataset/polarbears_0061.jpg";"polarbears"
"E:/dataset/polarbears_0062.jpg";"dataset/another_dataset/polarbears_0062.jpg";"polarbears"
"E:/dataset/polarbears_0063.jpg";"dataset/another_dataset/polarbears_0063.jpg";"polarbears"
"E:/dataset/polarbears_0064.jpg";"dataset/another_dataset/polarbears_0064.jpg";"polarbears"
"E:/dataset/polarbears_0065.jpg";"dataset/another_dataset/polarbears_0065.jpg";"polarbears"
"E:/dataset/polarbears_0066.jpg";"dataset/another_dataset/polarbears_0066.jpg";"polarbears"
"E:/dataset/polarbears_0067.jpg";"dataset/another_dataset/polarbears_0067.jpg";"polarbears"
"E:/dataset/polarbears_0068.jpg";"dataset/another_dataset/polarbears_0068.jpg";"polarbears"
"E:/dataset/polarbears_0069.jpg";"dataset/another_dataset/polarbears_0069.jpg";"polarbears"
"E:/dataset/polarbears_0070.jpg";"dataset/another_dataset/polarbears_0070.jpg";"polarbears"
"E:/dataset/polarbears_0071.jpg";"dataset/another_dataset/polarbears_0071.jpg";"polarbears"
"E:/dataset/polarbears_0072.jpg";"dataset/another_dataset/polarbears_0072.jpg";"polarbears"
"E:/dataset/polarbears_0073.jpg";"dataset/another_dataset/polarbears_0073.jpg";"polarbears"
"E:/dataset/polarbears_0074.jpg";"dataset/another_dataset/polarbears_0074.jpg";"polarbears"
"E:/dataset/polarbears_0075.jpg";"dataset/another_dataset/polarbears_0075.jpg";"polarbears"
"E:/dataset/polarbears_0076.jpg";"dataset/another_dataset/polarbears_0076.jpg";"polarbears"
"E:/dataset/polarbears_0077.jpg";"dataset/another_dataset/polarbears_0077.jpg";"polarbears"
"E:/dataset/polarbears_0078.jpg";"dataset/another_dataset/polarbears_0078.jpg";"polarbears"
"E:/dataset/polarbears_0079.jpg";"dataset/another_dataset/polarbears_0079.jpg";"polarbears"
"E:/dataset/polarbears_0080.jpg";"dataset/another_dataset/polarbears_0080.jpg";"polarbears"
"E:/dataset/polarbears_0081.jpg";"dataset/another_dataset/polarbears_0081.jpg";"polarbears"
"E:/dataset/polarbears_0082.jpg";"dataset/another_dataset/polarbears_0082.jpg";"polarbears"
"E:/dataset/polarbears_0083.jpg";"dataset/another_dataset/polarbears_0083.jpg";"polarbears"
"E:/dataset/polarbears_0084.jpg";"dataset/another_dataset/polarbears_0084.jpg";"polarbears"
"E:/dataset/polarbears_0085.jpg";"dataset/another_dataset/polarbears_0085.jpg";"polarbears"
"E:/dataset/polarbears_0086.jpg";"dataset/another_dataset/polarbears_0086.jpg";"polarbears"
"E:/dataset/polarbears_0087.jpg";"dataset/another_dataset/polarbears_0087.jpg";"polarbears"
"E:/dataset/polarbears_0088.jpg";"dataset/another_dataset/polarbears_0088.jpg";"polarbears"
"E:/dataset/polarbears_0089.jpg";"dataset/another_dataset/polarbears_0089.jpg";"polarbears"
"E:/dataset/polarbears_0090.jpg";"dataset/another_dataset/polarbears_0090.jpg";"polarbears"
"E:/dataset/polarbears_0091.jpg";"dataset/another_dataset/polarbears_0091.jpg";"polarbears"
"E:/dataset/polarbears_0092.jpg";"dataset/another_dataset/polarbears_0092.jpg";"polarbears"
"E:/dataset/polarbears_0093.jpg";"dataset/another_dataset/polarbears_0093.jpg";"polarbears"
"E:/dataset/polarbears_0094.jpg";"dataset/another_dataset/polarbears_0094.jpg";"polarbears"
"E:/dataset/polarbears_0095.jpg";"dataset/another_dataset/polarbears_0095.jpg";"polarbears"
"E:/dataset/polarbears_0096.jpg";"dataset/another_dataset/polarbears_0096.jpg";"polarbears"
"E:/dataset/polarbears_0097.jpg";"dataset/another_dataset/polarbears_0097.jpg";"polarbears"
"E:/dataset/polarbears_0098.jpg";"dataset/another_dataset/polarbears_0098.jpg";"polarbears"
"E:/dataset/polarbears_0099.jpg";"dataset/another_dataset/polarbears_0099.jpg";"polarbears"
"E:/dataset/polarbears_0100.jpg";"dataset/another_dataset/polarbears_0100.jpg";"polarbears"
"E:/dataset/polarbears_0101.jpg";"dataset/another_dataset/polarbears_0101.jpg";"polarbears"
"E:/dataset/polarbears_0102.jpg";"dataset/another_dataset/polarbears_0102.jpg";"polarbears"
"E:/dataset/polarbears_0103.jpg";"dataset/another_dataset/polarbears_0103.jpg";"polarbears"
"E:/dataset/polarbears_0104.jpg";"dataset/another_dataset/polarbears_0104.jpg";"polarbears"
"E:/dataset/polarbears_0105.jpg";"dataset/another_dataset/polarbears_0105.jpg";"polarbears"
"E:/dataset/polarbears_0106.jpg";"dataset/another_dataset/polarbears_0106.jpg";"polarbears"
"E:/dataset/polarbears_0107.jpg";"dataset/another_dataset/polarbears_0107.jpg";"polarbears"
"E:/dataset/polarbears_0108.jpg";"dataset/another_dataset/polarbears_0108.jpg";"polarbears"
"E:/dataset/polarbears_0109.jpg";"dataset/another_dataset/polarbears_0109.jpg";"polarbears"
"E:/dataset/polarbears_0110.jpg";"dataset/another_dataset/polarbears_0110.jpg";"polarbears"
"E:/dataset/polarbears_0111.jpg";"dataset/another_dataset/polarbears_0111.jpg";"polarbears"
"E:/dataset/polarbears_0112.jpg";"dataset/another_dataset/polarbears_0112.jpg";"polarbears"
"E:/dataset/polarbears_0113.jpg";"dataset/another_dataset/polarbears_0113.jpg";"polarbears"
"E:/dataset/polarbears_0114.jpg";"dataset/another_dataset/polarbears_0114.jpg";"polarbears"
"E:/dataset/polarbears_0115.jpg";"dataset/another_dataset/polarbears_0115.jpg";"polarbears"
"E:/dataset/polarbears_0116.jpg";"dataset/another_dataset/polarbears_0116.jpg";"polarbears"
"E:/dataset/polarbears_0117.jpg";"dataset/another_dataset/polarbears_0117.jpg";"polarbears"
"E:/dataset/polarbears_0118.jpg";"dataset/another_dataset/polarbears_0118.jpg";"polarbears"
"E:/dataset/polarbears_0119.jpg";"dataset/another_dataset/polarbears_0119.jpg";"polarbears"
"E:/dataset/polarbears_0120.jpg";"dataset/another_dataset/polarbears_0120.jpg";"polarbears"
"E:/dataset/polarbears_0121.jpg";"dataset/another_dataset/polarbears_0121.jpg";"polarbears"
"E:/dataset/polarbears_0122.jpg";"dataset/another_dataset/polarbears_0122.jpg";"polarbears"
"E:/dataset/polarbears_0123.jpg";"dataset/another_dataset/polarbears_0123.jpg";"polarbears"
"E:/dataset/polarbears_0124.jpg";"dataset/another_dataset/polarbears_0124.jpg";"polarbears"
"E:/dataset/polarbears_0125.jpg";"dataset/another_dataset/polarbears_0125.jpg";"polarbears"
"E:/dataset/polarbears_0126.jpg";"dataset/another_dataset/polarbears_0126.jpg";"polarbears"
"E:/dataset/polarbears_0127.jpg";"dataset/another_dataset/polarbears_0127.jpg";"polarbears"
"E:/dataset/polarbears_0128.jpg";"dataset/another_dataset/polarbears_0128.jpg";"polarbears"
"E:/dataset/polarbears_0129.jpg";"dataset/another_dataset/polarbears_0129.jpg";"polarbears"
"E:/dataset/polarbears_0130.jpg";"dataset/another_dataset/polarbears_0130.jpg";"polarbears"
"E:/dataset/polarbears_0131.jpg";"dataset/another_dataset/polarbears_0131.jpg";"polarbears"
"E:/dataset/polarbears_0132.jpg";"dataset/another_dataset/polarbears_0132.jpg";"polarbears"
"E:/dataset/polarbears_0133.jpg";"dataset/another_dataset/polarbears_0133.jpg";"polarbears"
"E:/dataset/polarbears_0134.jpg";"dataset/another_dataset/polarbears_0134.jpg";"polarbears"
"E:/dataset/polarbears_0135.jpg";"dataset/another_dataset/polarbears_0135.jpg";"polarbears"
"E:/dataset/polarbears_0136.jpg";"dataset/another_dataset/polarbears_0136.jpg";"polarbears"
"E:/dataset/polarbears_0137.jpg";"dataset/another_dataset/polarbears_0137.jpg";"polarbears"
"E:/dataset/polarbears_0138.jpg";"dataset/another_dataset/polarbears_0138.jpg";"polarbears"
"E:/dataset/polarbears_0139.jpg";"dataset/another_dataset/polarbears_0139.jpg";"polarbears"
"E:/dataset/polarbears_0140.jpg";"dataset/another_dataset/polarbears_0140.jpg";"polarbears"
"E:/dataset/polarbears_0141.jpg";"dataset/another_dataset/polarbears_0141.jpg";"polarbears"
"E:/dataset/polarbears_0142.jpg";"dataset/another_dataset/polarbears_0142.jpg";"polarbears"
"E:/dataset/polarbears_0143.jpg";"dataset/another_dataset/polarbears_0143.jpg";"polarbears"
"E:/dataset/polarbears_0144.jpg";"dataset/another_dataset/polarbears_0144.jpg";"polarbears"
"E:/dataset/polarbears_0145.jpg";"dataset/another_dataset/polarbears_0145.jpg";"polarbears"
"E:/dataset/polarbears_0146.jpg";"dataset/another_dataset/polarbears_0146.jpg";"polarbears"
"E:/dataset/polarbears_0147.jpg";"dataset/another_dataset/polarbears_0147.jpg";"polarbears"
"E:/dataset/polarbears_0148.jpg";"dataset/another_dataset/polarbears_0148.jpg";"polarbears"
"E:/dataset/polarbears_0149.jpg";"dataset/another_dataset/polarbears_0149.jpg";"polarbears"
"E:/dataset/polarbears_0150.jpg";"dataset/another_dataset/polarbears_0150.jpg";"polarbears"
"E:/dataset/polarbears_0151.jpg";"dataset/another_dataset/polarbears_0151.jpg";"polarbears"
"E:/dataset/polarbears_0152.jpg";"dataset/another_dataset/polarbears_0152.jpg";"polarbears"
"E:/dataset/polarbears_0153.jpg";"dataset/another_dataset/polarbears_0153.jpg";"polarbears"
"E:/dataset/polarbears_0154.jpg";"dataset/another_dataset/polarbears_0154.jpg";"polarbears"
"E:/dataset/polarbears_0155.jpg";"dataset/another_dataset/polarbears_0155.jpg";"polarbears"
"E:/dataset/polarbears_0156.jpg";"dataset/another_dataset/polarbears_0156.jpg";"polarbears"
"E:/dataset/polarbears_0157.jpg";"dataset/another_dataset/polarbears_0157.jpg";"polarbears"
"E:/dataset/polarbears_0158.jpg";"dataset/another_dataset/polarbears_0158.jpg";"polarbears"
"E:/dataset/polarbears_0159.jpg";"dataset/another_dataset/polarbears_0159.jpg";"polarbears"
"E:/dataset/polarbears_0160.jpg";"dataset/another_dataset/polarbears_0160.jpg";"polarbears"
"E:/dataset/polarbears_0161.jpg";"dataset/another_dataset/polarbears_0161.jpg";"polarbears"
"E:/dataset/polarbears_0162.jpg";"dataset/another_dataset/polarbears_0162.jpg";"polarbears"
"E:/dataset/polarbears_0163.jpg";"dataset/another_dataset/polarbears_0163.jpg";"polarbears"
"E:/dataset/polarbears_0164.jpg";"dataset/another_dataset/polarbears_0164.jpg";"polarbears"
"E:/dataset/polarbears_0165.jpg";"dataset/another_dataset/polarbears_0165.jpg";"polarbears"
"E:/dataset/polarbears_0166.jpg";"dataset/another_dataset/polarbears_0166.jpg";"polarbears"
"E:/dataset/polarbears_0167.jpg";"dataset/another_dataset/polarbears_0167.jpg";"polarbears"
"E:/dataset/polarbears_0168.jpg";"dataset/another_dataset/polarbears_0168.jpg";"polarbears"
"E:/dataset/polarbears_0169.jpg";"dataset/another_dataset/polarbears_0169.jpg";"polarbears"
"E:/dataset/polarbears_0170.jpg";"dataset/another_dataset/polarbears_0170.jpg";"polarbears"
"E:/dataset/polarbears_0171.jpg";"dataset/another_dataset/polarbears_0171.jpg";"polarbears"
"E:/dataset/polarbears_0172.jpg";"dataset/another_dataset/polarbears_0172.jpg";"polarbears"
"E:/dataset/polarbears_0173.jpg";"dataset/another_dataset/polarbears_0173.jpg";"polarbears"
"E:/dataset/polarbears_0174.jpg";"dataset/another_dataset/polarbears_0174.jpg";"polarbears"
"E:/dataset/polarbears_0175.jpg";"dataset/another_dataset/polarbears_0175.jpg";"polarbears"
"E:/dataset/polarbears_0176.jpg";"dataset/another_dataset/polarbears_0176.jpg";"polarbears"
"E:/dataset/polarbears_0177.jpg";"dataset/another_dataset/polarbears_0177.jpg";"polarbears"
"E:/dataset/polarbears_0178.jpg";"dataset/another_dataset/polarbears_0178.jpg";"polarbears"
"E:/dataset/polarbears_0179.jpg";"dataset/another_dataset/polarbears_0179.jpg";"polarbears"
"E:/dataset/polarbears_0180.jpg";"dataset/another_dataset/polarbears_0180.jpg";"polarbears"
"E:/dataset/polarbears_0181.jpg";"dataset/another_dataset/polarbears_0181.jpg";"polarbears"
"E:/dataset/polarbears_0182.jpg";"dataset/another_dataset/polarbears_0182.jpg";"polarbears"
"E:/dataset/polarbears_0183.jpg";"dataset/another_dataset/polarbears_0183.jpg";"polarbears"
"E:/dataset/polarbears_0184.jpg";"dataset/another_dataset/polarbears_0184.jpg";"polarbears"
"E:/dataset/polarbears_0185.jpg";"dataset/another_dataset/polarbears_0185.jpg";"polarbears"
"E:/dataset/polarbears_0186.jpg";"dataset/another_dataset/polarbears_0186.jpg";"polarbears"
"E:/dataset/polarbears_0187.jpg";"dataset/another_dataset/polarbears_0187.jpg";"polarbears"
"E:/dataset/polarbears_0188.jpg";"dataset/another_dataset/polarbears_0188.jpg";"polarbears"
"E:/dataset/polarbears_0189.jpg";"dataset/another_dataset/polarbears_0189.jpg";"polarbears"
"E:/dataset/polarbears_0190.jpg";"dataset/another_dataset/polarbears_0190.jpg";"polarbears"
"E:/dataset/polarbears_0191.jpg";"dataset/another_dataset/polarbears_0191.jpg";"polarbears"
"E:/dataset/polarbears_0192.jpg";"dataset/another_dataset/polarbears_0192.jpg";"polarbears"
"E:/dataset/polarbears_0193.jpg";"dataset/another_dataset/polarbears_0193.jpg";"polarbears"
"E:/dataset/polarbears_0194.jpg";"dataset/another_dataset/polarbears_0194.jpg";"polarbears"
"E:/dataset/polarbears_0195.jpg";"dataset/another_dataset/polarbears_0195.jpg";"polarbears"
"E:/dataset/polarbears_0196.jpg";"dataset/another_dataset/polarbears_0196.jpg";"polarbears"
"E:/dataset/polarbears_0197.jpg";"dataset/another_dataset/polarbears_0197.jpg";"polarbears"
"E:/dataset/polarbears_0198.jpg";"dataset/another_dataset/polarbears_0198.jpg";"polarbears"
"E:/dataset/polarbears_0199.jpg";"dataset/another_dataset/polarbears_0199.jpg";"polarbears"
"E:/dataset/polarbears_0200.jpg";"dataset/another_dataset/polarbears_0200.jpg";"polarbears"
"E:/dataset/polarbears_0201.jpg";"dataset/another_dataset/polarbears_0201.jpg";"polarbears"
"E:/dataset/polarbears_0202.jpg";"dataset/another_dataset/polarbears_0202.jpg";"polarbears"
"E:/dataset/polarbears_0203.jpg";"dataset/another_dataset/polarbears_0203.jpg";"polarbears"
"E:/dataset/polarbears_0204.jpg";"dataset/another_dataset/polarbears_0204.jpg";"polarbears"
"E:/dataset/polarbears_0205.jpg";"dataset/another_dataset/polarbears_0205.jpg";"polarbears"
"E:/dataset/polarbears_0206.jpg";"dataset/another_dataset/polarbears_0206.jpg";"polarbears"
"E:/dataset/polarbears_0207.jpg";"dataset/another_dataset/polarbears_0207.jpg";"polarbears"
"E:/dataset/polarbears_0208.jpg";"dataset/another_dataset/polarbears_0208.jpg";"polarbears"
"E:/dataset/polarbears_0209.jpg";"dataset/another_dataset/polarbears_0209.jpg";"polarbears"
"E:/dataset/polarbears_0210.jpg";"dataset/another_dataset/polarbears_0210.jpg";"polarbears"
"E:/dataset/polarbears_0211.jpg";"dataset/another_dataset/polarbears_0211.jpg";"polarbears"
"E:/dataset/polarbears_0212.jpg";"dataset/another_dataset/polarbears_0212.jpg";"polarbears"
"E:/dataset/polarbears_0213.jpg";"dataset/another_dataset/polarbears_0213.jpg";"polarbears"
"E:/dataset/polarbears_0214.jpg";"dataset/another_dataset/polarbears_0214.jpg";"polarbears"
"E:/dataset/polarbears_0215.jpg";"dataset/another_dataset/polarbears_0215.jpg";"polarbears"
"E:/dataset/polarbears_0216.jpg";"dataset/another_dataset/polarbears_0216.jpg";"polarbears"
"E:/dataset/polarbears_0217.jpg";"dataset/another_dataset/polarbears_0217.jpg";"polarbears"
"E:/dataset/polarbears_0218.jpg";"dataset/another_dataset/polarbears_0218.jpg";"polarbears"
"E:/dataset/polarbears_0219.jpg";"dataset/another_dataset/polarbears_0219.jpg";"polarbears"
"E:/dataset/polarbears_0220.jpg";"dataset/another_dataset/polarbears_0220.jpg";"polarbears"
"E:/dataset/polarbears_0221.jpg";"dataset/another_dataset/polarbears_0221.jpg";"polarbears"
"E:/dataset/polarbears_0222.jpg";"dataset/another_dataset/polarbears_0222.jpg";"polarbears"
"E:/dataset/polarbears_0223.jpg";"dataset/another_dataset/polarbears_0223.jpg";"polarbears"
"E:/dataset/polarbears_0224.jpg";"dataset/another_dataset/polarbears_0224.jpg";"polarbears"
"E:/dataset/polarbears_0225.jpg";"dataset/another_dataset/polarbears_0225.jpg";"polarbears"
"E:/dataset/polarbears_0226.jpg";"dataset/another_dataset/polarbears_0226.jpg";"polarbears"
"E:/dataset/polarbears_0227.jpg";"dataset/another_dataset/polarbears_0227.jpg";"polarbears"
"E:/dataset/polarbears_0228.jpg";"dataset/another_dataset/polarbears_0228.jpg";"polarbears"
"E:/dataset/polarbears_0229.jpg";"dataset/another_dataset/polarbears_0229.jpg";"polarbears"
"E:/dataset/polarbears_0230.jpg";"dataset/another_dataset/polarbears_0230.jpg";"polarbears"
"E:/dataset/polarbears_0231.jpg";"dataset/another_dataset/polarbears_0231.jpg";"polarbears"
"E:/dataset/polarbears_0232.jpg";"dataset/another_dataset/polarbears_0232.jpg";"polarbears"
"E:/dataset/polarbears_0233.jpg";"dataset/another_dataset/polarbears_0233.jpg";"polarbears"
"E:/dataset/polarbears_0234.jpg";"dataset/another_dataset/polarbears_0234.jpg";"polarbears"
"E:/dataset/polarbears_0235.jpg";"dataset/another_dataset/polarbears_0235.jpg";"polarbears"
"E:/dataset/polarbears_0236.jpg";"dataset/another_dataset/polarbears_0236.jpg";"polarbears"
"E:/dataset/polarbears_0237.jpg";"dataset/another_dataset/polarbears_0237.jpg";"polarbears"
"E:/dataset/polarbears_0238.jpg";"dataset/another_dataset/polarbears_0238.jpg";"polarbears"
"E:/dataset/polarbears_0239.jpg";"dataset/another_dataset/polarbears_0239.jpg";"polarbears"
"E:/dataset/polarbears_0240.jpg";"dataset/another_dataset/polarbears_0240.jpg";"polarbears"
"E:/dataset/polarbears_0241.jpg";"dataset/another_dataset/polarbears_0241.jpg";"polarbears"
"E:/dataset/polarbears_0242.jpg";"dataset/another_dataset/polarbears_0242.jpg";"polarbears"
"E:/dataset/polarbears_0243.jpg";"dataset/another_dataset/polarbears_0243.jpg";"polarbears"
"E:/dataset/polarbears_0244.jpg";"dataset/another_dataset/polarbears_0244.jpg";"polarbears"
"E:/dataset/polarbears_0245.jpg";"dataset/another_dataset/polarbears_0245.jpg";"polarbears"
"E:/dataset/polarbears_0246.jpg";"dataset/another_dataset/polarbears_0246.jpg";"polarbears"
"E:/dataset/polarbears_0247.jpg";"dataset/another_dataset/polarbears_0247.jpg";"polarbears"
"E:/dataset/polarbears_0248.jpg";"dataset/another_dataset/polarbears_0248.jpg";"polarbears"
"E:/dataset/polarbears_0249.jpg";"dataset/another_dataset/polarbears_0249.jpg";"polarbears"
"E:/dataset/polarbears_0250.jpg";"dataset/another_dataset/polarbears_0250.jpg";"polarbears"
"E:/dataset/polarbears_0251.jpg";"dataset/another_dataset/polarbears_0251.jpg";"polarbears"
"E:/dataset/polarbears_0252.jpg";"dataset/another_dataset/polarbears_0252.jpg";"polarbears"
"E:/dataset/polarbears_0253.jpg";"dataset/another_dataset/polarbears_0253.jpg";"polarbears"
"E:/dataset/polarbears_0254.jpg";"dataset/another_dataset/polarbears_0254.jpg";"polarbears"
"E:/dataset/polarbears_0255.jpg";"dataset/another_dataset/polarbears_0255.jpg";"polarbears"
"E:/dataset/polarbears_0256.jpg";"dataset/another_dataset/polarbears_0256.jpg";"polarbears"
"E:/dataset/polarbears_0257.jpg";"dataset/another_dataset/polarbears_0257.jpg";"polarbears"
"E:/dataset/polarbears_0258.jpg";"dataset/another_dataset/polarbears_0258.jpg";"polarbears"
"E:/dataset/polarbears_0259.jpg";"dataset/another_dataset/polarbears_0259.jpg";"polarbears"
"E:/dataset/polarbears_0260.jpg";"dataset/another_dataset/polarbears_0260.jpg";"polarbears"
"E:/dataset/polarbears_0261.jpg";"dataset/another_dataset/polarbears_0261.jpg";"polarbears"
"E:/dataset/polarbears_0262.jpg";"dataset/another_dataset/polarbears_0262.jpg";"polarbears"
"E:/dataset/polarbears_0263.jpg";"dataset/another_dataset/polarbears_0263.jpg";"polarbears"
"E:/dataset/polarbears_0264.jpg";"dataset/another_dataset/polarbears_0264.jpg";"polarbears"
"E:/dataset/polarbears_0265.jpg";"dataset/another_dataset/polarbears_0265.jpg";"polarbears"
"E:/dataset/polarbears_0266.jpg";"dataset/another_dataset/polarbears_0266.jpg";"polarbears"
"E:/dataset/polarbears_0267.jpg";"dataset/another_dataset/polarbears_0267.jpg";"polarbears"
"E:/dataset/polarbears_0268.jpg";"dataset/another_dataset/polarbears_0268.jpg";"polarbears"
"E:/dataset/polarbears_0269.jpg";"dataset/another_dataset/polarbears_0269.jpg";"polarbears"
"E:/dataset/polarbears_0270.jpg";"dataset/another_dataset/polarbears_0270.jpg";"polarbears"
"E:/dataset/polarbears_0271.jpg";"dataset/another_dataset/polarbears_0271.jpg";"polarbears"
"E:/dataset/polarbears_0272.jpg";"dataset/another_dataset/polarbears_0272.jpg";"polarbears"
"E:/dataset/polarbears_0273.jpg";"dataset/another_dataset/polarbears_0273.jpg";"polarbears"
"E:/dataset/polarbears_0274.jpg";"dataset/another_dataset/polarbears_0274.jpg";"polarbears"
"E:/dataset/polarbears_0275.jpg";"dataset/another_dataset/polarbears_0275.jpg";"polarbears"
"E:/dataset/polarbears_0276.jpg";"dataset/another_dataset/polarbears_0276.jpg";"polarbears"
"E:/dataset/polarbears_0277.jpg";"dataset/another_dataset/polarbears_0277.jpg";"polarbears"
"E:/dataset/polarbears_0278.jpg";"dataset/another_dataset/polarbears_0278.jpg";"polarbears"
